width,height,out_width,out_height,mode,round,frame,input,upload_ms,record_ms,submit_ms,wait_ms,query_ms,retire_ms,read_ms,total_ms,device_ms
1280,720,2560,1440,end-to-end,0,35,1,0.126779,0.00256,0.111339,3.581691,0.01833,0.00029,0.627933,4.468922,3.50364
1280,720,2560,1440,end-to-end,0,36,0,0.107779,0.002299,0.08493,3.572741,0.018509,0.00028,0.610094,4.396632,3.50024
1280,720,2560,1440,end-to-end,0,37,1,0.126978,0.00258,0.099259,3.575331,0.01855,0.00032,0.620913,4.443931,3.49888
1280,720,2560,1440,end-to-end,0,38,0,0.126199,0.00258,0.089619,3.574311,0.01853,0.00025,0.619693,4.431182,3.49996
1280,720,2560,1440,end-to-end,0,39,1,0.115679,0.00257,0.099029,3.575311,0.01887,0.00032,0.608843,4.420622,3.49896
1920,1080,960,540,resident,0,10,0,3e-05,0.00157,0.069539,1.055038,0.01576,0.00024,4e-05,1.142217,0.94176
1920,1080,960,540,resident,0,11,1,4e-05,0.00183,0.085119,1.019969,0.01302,0.00021,3e-05,1.120218,0.93304
1920,1080,960,540,resident,0,12,0,2e-05,0.00161,0.070739,1.044729,0.0159,0.00026,3e-05,1.133288,0.9344
1920,1080,960,540,resident,0,13,1,3e-05,0.00192,0.092439,1.017248,0.01582,0.00023,3e-05,1.127717,0.93328
1920,1080,960,540,resident,0,14,0,3e-05,0.00192,0.082459,1.027919,0.01551,0.00024,3e-05,1.128108,0.93336
1920,1080,960,540,resident,0,15,1,3e-05,0.0019,0.079409,1.032419,0.01579,0.0002,4e-05,1.129788,0.93256
1920,1080,960,540,resident,0,16,0,3e-05,0.00196,0.084129,1.018528,0.01334,0.00021,3e-05,1.118227,0.93308
1920,1080,960,540,resident,0,17,1,2e-05,0.00149,0.07022,1.043818,0.01399,0.00023,2e-05,1.129788,0.93272
1920,1080,960,540,resident,0,18,0,2e-05,0.00177,0.073499,1.038969,0.01526,0.0002,4e-05,1.129758,0.93488
1920,1080,960,540,resident,0,19,1,3e-05,0.00174,0.082529,1.022889,0.0135,0.00019,3e-05,1.120908,0.93416
1920,1080,960,540,resident,0,20,0,3e-05,0.00161,0.072759,1.043159,0.015479,0.00026,3e-05,1.133327,0.9332
1920,1080,960,540,resident,0,21,1,3e-05,0.00182,0.092389,1.018829,0.01566,0.00025,3e-05,1.129008,0.934
1920,1080,960,540,resident,0,22,0,4e-05,0.0018,0.083089,1.026199,0.01595,0.00026,4e-05,1.127378,0.93416
1920,1080,960,540,resident,0,23,1,3e-05,0.00192,0.082009,1.022118,0.01322,0.00021,2e-05,1.119527,0.93368
1920,1080,960,540,resident,0,24,0,3e-05,0.00154,0.07018,1.042668,0.01539,0.00025,3e-05,1.130088,0.93436
1920,1080,960,540,resident,0,25,1,3e-05,0.00182,0.082599,1.016949,0.01269,0.0002,2e-05,1.114308,0.93376
1920,1080,960,540,resident,0,26,0,3e-05,0.00153,0.070449,1.036929,0.01534,0.00023,3e-05,1.124538,0.93204
1920,1080,960,540,resident,0,27,1,4e-05,0.00176,0.082719,1.012659,0.0127,0.00018,3e-05,1.110088,0.93344
1920,1080,960,540,resident,0,28,0,3e-05,0.00153,0.069319,1.039128,0.01522,0.00023,3e-05,1.125487,0.93296
1920,1080,960,540,resident,0,29,1,4e-05,0.0018,0.093079,1.006889,0.0155,0.00025,3e-05,1.117588,0.93432
1920,1080,960,540,resident,0,30,0,3e-05,0.00181,0.082709,1.018699,0.01533,0.00024,3e-05,1.118848,0.93376
1920,1080,960,540,resident,0,31,1,3e-05,0.00179,0.082119,1.019429,0.01416,0.00019,2e-05,1.117738,0.93308
1920,1080,960,540,resident,0,32,0,3e-05,0.00156,0.069769,1.036269,0.01551,0.00025,3e-05,1.123418,0.93452
1920,1080,960,540,resident,0,33,1,4e-05,0.00185,0.083509,1.011429,0.013069,0.0002,3e-05,1.110127,0.93204
1920,1080,960,540,resident,0,34,0,2e-05,0.00163,0.07076,1.037548,0.01562,0.00024,3e-05,1.125848,0.9334
1920,1080,960,540,resident,0,35,1,3e-05,0.00181,0.083429,1.015209,0.01302,0.0002,3e-05,1.113728,0.93488
1920,1080,960,540,resident,0,36,0,3e-05,0.00154,0.070429,1.037249,0.01546,0.00027,3e-05,1.125008,0.93368
1920,1080,960,540,resident,0,37,1,4e-05,0.00182,0.094779,1.010699,0.01291,0.00023,2e-05,1.120498,0.9324
1920,1080,960,540,resident,0,38,0,3e-05,0.0016,0.070679,1.044428,0.01563,0.00028,3e-05,1.132677,0.93344
1920,1080,960,540,resident,0,39,1,3e-05,0.0019,0.083139,1.022409,0.01543,0.00025,3e-05,1.123188,0.93452
1920,1080,960,540,end-to-end,0,10,0,0.277967,0.0025,0.653653,2.507312,0.01613,0.00025,0.072689,3.530501,2.43392
1920,1080,960,540,end-to-end,0,11,1,0.290667,0.00263,0.096009,2.484543,0.01603,0.00025,0.069179,2.959308,2.41344
1920,1080,960,540,end-to-end,0,12,0,0.255347,0.00228,0.097169,2.483313,0.01547,0.00022,0.069899,2.923698,2.41292
1920,1080,960,540,end-to-end,0,13,1,0.243748,0.00228,0.101869,2.479522,0.01475,0.00022,0.066689,2.909078,2.413
1920,1080,960,540,end-to-end,0,14,0,0.238178,0.00214,0.082649,2.486713,0.01561,0.00022,0.072439,2.897949,2.4144
1920,1080,960,540,end-to-end,0,15,1,0.276667,0.00236,0.096219,2.485973,0.01565,0.00026,0.071279,2.948408,2.41452
1920,1080,960,540,end-to-end,0,16,0,0.276517,0.00229,0.095979,2.485423,0.015649,0.00025,0.072,2.948108,2.41424
1920,1080,960,540,end-to-end,0,17,1,0.276567,0.00233,0.095518,2.485873,0.01567,0.00026,0.071909,2.948127,2.41328
1920,1080,960,540,end-to-end,0,18,0,0.276347,0.00228,0.095849,2.487533,0.01552,0.00021,0.071999,2.949738,2.41656
1920,1080,960,540,end-to-end,0,19,1,0.274447,0.00236,0.094799,2.485273,0.01581,0.00022,0.077489,2.950398,2.41428
1920,1080,960,540,end-to-end,0,20,0,0.276177,0.00232,0.094699,2.483813,0.01557,0.00021,0.071929,2.944718,2.41316
1920,1080,960,540,end-to-end,0,21,1,0.274227,0.00233,0.094749,2.488933,0.01594,0.00025,0.071929,2.948358,2.41456
1920,1080,960,540,end-to-end,0,22,0,0.275517,0.00235,0.095609,2.484133,0.01927,0.00022,0.072219,2.949318,2.41412
1920,1080,960,540,end-to-end,0,23,1,0.267017,0.00236,0.094649,2.485103,0.01544,0.0002,0.075659,2.940428,2.4146
1920,1080,960,540,end-to-end,0,24,0,0.266077,0.00229,0.085169,2.486473,0.01527,0.00024,0.071169,2.926688,2.41364
1920,1080,960,540,end-to-end,0,25,1,0.270667,0.00235,0.090899,2.487273,0.01559,0.00027,0.071729,2.938778,2.41412
1920,1080,960,540,end-to-end,0,26,0,0.248897,0.00247,0.095809,2.485633,0.01553,0.00027,0.070869,2.919478,2.414
1920,1080,960,540,end-to-end,0,27,1,0.251247,0.00231,0.101819,2.488683,0.01586,0.00024,0.071319,2.931478,2.41768
1920,1080,960,540,end-to-end,0,28,0,0.284297,0.00238,0.094859,2.484413,0.01524,0.00022,0.073749,2.955158,2.41436
1920,1080,960,540,end-to-end,0,29,1,0.246897,0.00227,0.100539,2.516942,0.03745,0.00034,0.086299,2.990737,2.41424
1920,1080,960,540,end-to-end,0,30,0,0.253527,0.00323,0.154648,2.518153,0.02992,0.00028,0.082779,3.042537,2.41532
1920,1080,960,540,end-to-end,0,31,1,0.295067,0.00286,0.139618,2.515963,0.029949,0.00028,0.089619,3.073356,2.41476
1920,1080,960,540,end-to-end,0,32,0,0.272277,0.00278,0.125779,2.495063,0.01949,0.00028,0.092069,3.007738,2.41308
1920,1080,960,540,end-to-end,0,33,1,0.248197,0.0026,0.112749,2.494443,0.019979,0.0003,0.095439,2.973707,2.41432
1920,1080,960,540,end-to-end,0,34,0,0.296297,0.00277,0.114319,2.491863,0.020499,0.00033,0.094739,3.020817,2.41464
1920,1080,960,540,end-to-end,0,35,1,0.243408,0.00258,0.112428,2.496093,0.01996,0.00029,0.091489,2.966248,2.414
1920,1080,960,540,end-to-end,0,36,0,0.247007,0.00287,0.111649,2.500053,0.02399,0.0003,0.093369,2.979238,2.41376
1920,1080,960,540,end-to-end,0,37,1,0.288796,0.00302,0.117079,2.489883,0.02018,0.00026,0.092369,3.011587,2.41372
1920,1080,960,540,end-to-end,0,38,0,0.249777,0.0026,0.108969,2.491033,0.020609,0.00025,0.094059,2.967297,2.41392
1920,1080,960,540,end-to-end,0,39,1,0.237068,0.00257,0.124319,2.491192,0.02389,0.00028,0.087759,2.967078,2.41464
3840,2160,1919,1079,resident,0,10,0,3e-05,0.00195,0.081499,3.783678,0.01512,0.00024,4e-05,3.882557,3.69572
3840,2160,1919,1079,resident,0,11,1,4e-05,0.00197,0.083079,3.804669,0.01523,0.00026,3e-05,3.905278,3.71452
3840,2160,1919,1079,resident,0,12,0,4e-05,0.00192,0.081049,3.826768,0.0152,0.00024,3e-05,3.925247,3.73256
3840,2160,1919,1079,resident,0,13,1,3e-05,0.00199,0.083479,3.846608,0.01648,0.00026,3e-05,3.948877,3.74936
3840,2160,1919,1079,resident,0,14,0,4e-05,0.0022,0.087869,3.864358,0.01495,0.00025,3e-05,3.969697,3.76976
3840,2160,1919,1079,resident,0,15,1,3e-05,0.00215,0.084859,3.887317,0.01597,0.00026,3e-05,3.990616,3.77776
3840,2160,1919,1079,resident,0,16,0,3e-05,0.00206,0.085989,3.880948,0.01629,0.00023,3e-05,3.985577,3.78316
3840,2160,1919,1079,resident,0,17,1,4e-05,0.00195,0.083559,3.887987,0.01578,0.00024,3e-05,3.989586,3.79648
3840,2160,1919,1079,resident,0,18,0,3e-05,0.00195,0.082319,3.877938,0.02548,0.00027,3e-05,3.988017,3.78732
3840,2160,1919,1079,resident,0,19,1,3e-05,0.00214,0.084869,3.879818,0.015829,0.00021,3e-05,3.982926,3.79484
3840,2160,1919,1079,resident,0,20,0,3e-05,0.00932,0.086309,3.874248,0.01525,0.00024,3e-05,3.985427,3.7986
3840,2160,1919,1079,resident,0,21,1,4e-05,0.00202,0.091669,3.874868,0.01509,0.00021,3e-05,3.983927,3.79364
3840,2160,1919,1079,resident,0,22,0,3e-05,0.001909,0.09015,3.880747,0.01522,0.00022,3e-05,3.988306,3.79592
3840,2160,1919,1079,resident,0,23,1,3e-05,0.00201,0.093079,3.888358,0.015659,0.00025,3e-05,3.999416,3.7982
3840,2160,1919,1079,resident,0,24,0,3e-05,0.00201,0.091119,3.880758,0.01536,0.00023,3e-05,3.989537,3.79272
3840,2160,1919,1079,resident,0,25,1,3e-05,0.00197,0.095659,3.876698,0.015229,0.00025,3e-05,3.989866,3.79792
3840,2160,1919,1079,resident,0,26,0,4e-05,0.00194,0.090709,3.879148,0.01567,0.00024,3e-05,3.987777,3.79104
3840,2160,1919,1079,resident,0,27,1,3e-05,0.00216,0.093709,3.891347,0.01567,0.00024,3e-05,4.003186,3.80188
3840,2160,1919,1079,resident,0,28,0,3e-05,0.0021,0.090119,3.882328,0.0152,0.00025,3e-05,3.990057,3.79424
3840,2160,1919,1079,resident,0,29,1,4e-05,0.002,0.091829,3.881707,0.01582,0.00025,3e-05,3.991676,3.79768
3840,2160,1919,1079,resident,0,30,0,3e-05,0.00198,0.082349,3.888748,0.01513,0.00024,4e-05,3.988517,3.79576
3840,2160,1919,1079,resident,0,31,1,3e-05,0.00196,0.083189,3.896397,0.01534,0.00025,3e-05,3.997196,3.801
3840,2160,1919,1079,resident,0,32,0,3e-05,0.00197,0.082289,3.888028,0.01515,0.00024,3e-05,3.987737,3.79148
3840,2160,1919,1079,resident,0,33,1,4e-05,0.00197,0.084439,3.889778,0.015379,0.00025,3e-05,3.991886,3.80036
3840,2160,1919,1079,resident,0,34,0,3e-05,0.00194,0.08354,3.889657,0.0151,0.00022,3e-05,3.990517,3.7984
3840,2160,1919,1079,resident,0,35,1,3e-05,0.00197,0.082829,3.889488,0.015809,0.00025,3e-05,3.990406,3.79732
3840,2160,1919,1079,resident,0,36,0,3e-05,0.00204,0.084379,3.898338,0.01604,0.00027,3e-05,4.001127,3.80696
3840,2160,1919,1079,resident,0,37,1,3e-05,0.00194,0.084109,3.884047,0.01502,0.00025,4e-05,3.985436,3.79628
3840,2160,1919,1079,resident,0,38,0,3e-05,0.00191,0.083629,3.889938,0.01525,0.00023,3e-05,3.991017,3.79972
3840,2160,1919,1079,resident,0,39,1,4e-05,0.002,0.083649,3.885387,0.01521,0.00022,3e-05,3.986536,3.79668
3840,2160,1919,1079,end-to-end,0,10,0,1.650312,0.00228,0.090809,9.774953,0.01822,0.00028,0.411046,11.9479,9.5772
3840,2160,1919,1079,end-to-end,0,11,1,1.614972,0.00264,0.091459,9.774744,0.018879,0.00031,0.401446,11.90445,9.57412
3840,2160,1919,1079,end-to-end,0,12,0,1.628242,0.0022,0.090679,9.780304,0.01899,0.00033,0.380606,11.901351,9.57676
3840,2160,1919,1079,end-to-end,0,13,1,1.598902,0.00255,0.092649,9.773124,0.018819,0.00026,0.378836,11.86514,9.57884
3840,2160,1919,1079,end-to-end,0,14,0,1.650542,0.00221,0.091859,9.776844,0.018629,0.0003,0.380446,11.92083,9.57544
3840,2160,1919,1079,end-to-end,0,15,1,1.599403,0.00255,0.090669,9.773893,0.01897,0.00029,0.388716,11.874491,9.57752
3840,2160,1919,1079,end-to-end,0,16,0,1.662952,0.00241,0.091659,9.774243,0.01801,0.00028,0.378046,11.9276,9.57112
3840,2160,1919,1079,end-to-end,0,17,1,1.614482,0.00222,0.089589,9.778784,0.01934,0.00025,0.379915,11.88458,9.57476
3840,2160,1919,1079,end-to-end,0,18,0,1.658022,0.00232,0.091209,9.773563,0.01961,0.00033,0.396156,11.94121,9.571
3840,2160,1919,1079,end-to-end,0,19,1,1.580833,0.00229,0.095689,9.771493,0.01963,0.00029,0.392636,11.862861,9.58
3840,2160,1919,1079,end-to-end,0,20,0,1.624622,0.00247,0.094169,9.769534,0.018119,0.0003,0.385636,11.89485,9.57592
3840,2160,1919,1079,end-to-end,0,21,1,1.595133,0.00225,0.088219,9.770683,0.01885,0.00026,0.386886,11.862281,9.57464
3840,2160,1919,1079,end-to-end,0,22,0,1.650152,0.00231,0.088969,9.782263,0.01824,0.00035,0.375696,11.91798,9.58184
3840,2160,1919,1079,end-to-end,0,23,1,1.602473,0.00234,0.089349,9.780153,0.01877,0.0003,0.375526,11.868911,9.581
3840,2160,1919,1079,end-to-end,0,24,0,1.616722,0.00231,0.090239,9.778713,0.01791,0.00031,0.376646,11.88285,9.57656
3840,2160,1919,1079,end-to-end,0,25,1,1.605733,0.00239,0.089299,9.776473,0.01843,0.00029,0.380856,11.873471,9.57348
3840,2160,1919,1079,end-to-end,0,26,0,1.625902,0.00245,0.089249,9.787383,0.02079,0.00035,0.414585,11.940709,9.57252
3840,2160,1919,1079,end-to-end,0,27,1,1.647053,0.00263,0.096039,9.775813,0.02425,0.00028,0.415705,11.96177,9.58296
3840,2160,1919,1079,end-to-end,0,28,0,1.671052,0.00233,0.092269,9.765164,0.018599,0.00037,0.411366,11.96115,9.57044
3840,2160,1919,1079,end-to-end,0,29,1,1.632642,0.00244,0.093669,9.765634,0.01962,0.00041,0.455945,11.97036,9.57312
3840,2160,1919,1079,end-to-end,0,30,0,1.693401,0.00247,0.096159,9.768553,0.01908,0.00038,0.481835,12.061878,9.57456
3840,2160,1919,1079,end-to-end,0,31,1,1.85511,0.0024,0.091709,9.776023,0.02131,0.00051,0.650793,12.397855,9.57252
3840,2160,1919,1079,end-to-end,0,32,0,1.939909,0.00409,0.120158,9.745294,0.03782,0.00047,0.654172,12.501913,9.58388
3840,2160,1919,1079,end-to-end,0,33,1,1.976249,0.00348,0.136769,9.761623,0.0374,0.00035,0.617973,12.533844,9.57488
3840,2160,1919,1079,end-to-end,0,34,0,1.884879,0.00284,0.117729,9.743104,0.035669,0.00028,0.580374,12.364875,9.57624
3840,2160,1919,1079,end-to-end,0,35,1,1.721122,0.00286,0.113178,9.749734,0.03231,0.00029,0.560733,12.180227,9.56996
3840,2160,1919,1079,end-to-end,0,36,0,1.748291,0.0024,0.104579,9.707895,0.025099,0.00028,0.534865,12.123409,9.57584
3840,2160,1919,1079,end-to-end,0,37,1,1.73096,0.00239,0.104009,9.787014,0.02584,0.00028,0.564683,12.215176,9.58112
3840,2160,1919,1079,end-to-end,0,38,0,1.87083,0.00225,0.106819,9.771103,0.02726,0.00027,0.528434,12.306966,9.57312
3840,2160,1919,1079,end-to-end,0,39,1,1.728651,0.0024,0.104039,9.766104,0.02235,0.00029,0.507744,12.131578,9.57284
1919,1079,2561,1441,resident,0,10,0,2e-05,0.00164,0.07216,1.331265,0.016,0.0002,3e-05,1.421315,1.21964
1919,1079,2561,1441,resident,0,11,1,3e-05,0.00191,0.084079,1.306816,0.01364,0.00014,2e-05,1.406635,1.2196
1919,1079,2561,1441,resident,0,12,0,2e-05,0.001509,0.07024,1.331975,0.01603,0.00015,3e-05,1.419954,1.22048
1919,1079,2561,1441,resident,0,13,1,3e-05,0.00192,0.100909,1.293636,0.01604,0.00019,3e-05,1.412755,1.22052
1919,1079,2561,1441,resident,0,14,0,4e-05,0.00192,0.083569,1.301856,0.01319,0.00014,3e-05,1.400745,1.22168
1919,1079,2561,1441,resident,0,15,1,3e-05,0.00158,0.072069,1.320035,0.01328,0.00014,3e-05,1.407164,1.21948
1919,1079,2561,1441,resident,0,16,0,3e-05,0.00163,0.070279,1.326796,0.01569,0.00017,3e-05,1.414625,1.21992
1919,1079,2561,1441,resident,0,17,1,3e-05,0.00192,0.083359,1.304205,0.01276,0.00016,3e-05,1.402464,1.21872
1919,1079,2561,1441,resident,0,18,0,3e-05,0.00159,0.07249,1.334305,0.01607,0.00017,3e-05,1.424685,1.21912
1919,1079,2561,1441,resident,0,19,1,4e-05,0.00203,0.085859,1.302716,0.01288,0.00014,3e-05,1.403695,1.21976
1919,1079,2561,1441,resident,0,20,0,2e-05,0.00161,0.069709,1.328185,0.01612,0.00022,4e-05,1.415904,1.21904
1919,1079,2561,1441,resident,0,21,1,4e-05,0.00228,0.084239,1.296146,0.01327,0.00015,3e-05,1.396155,1.21876
1919,1079,2561,1441,resident,0,22,0,3e-05,0.00152,0.069849,1.326026,0.01543,0.00015,3e-05,1.413035,1.21924
1919,1079,2561,1441,resident,0,23,1,3e-05,0.00194,0.082689,1.304185,0.01521,0.00016,3e-05,1.404244,1.2196
1919,1079,2561,1441,resident,0,24,0,3e-05,0.00193,0.081879,1.299446,0.01313,0.00016,2e-05,1.396595,1.22152
1919,1079,2561,1441,resident,0,25,1,3e-05,0.0016,0.070519,1.321956,0.01558,0.00018,4e-05,1.409905,1.21916
1919,1079,2561,1441,resident,0,26,0,3e-05,0.00184,0.084389,1.296916,0.01311,0.00016,3e-05,1.396475,1.21944
1919,1079,2561,1441,resident,0,27,1,3e-05,0.00157,0.071309,1.325525,0.01538,0.00019,3e-05,1.414034,1.22404
1919,1079,2561,1441,resident,0,28,0,3e-05,0.00189,0.082499,1.305866,0.01532,0.00017,3e-05,1.405805,1.21956
1919,1079,2561,1441,resident,0,29,1,3e-05,0.00189,0.083359,1.298536,0.013339,0.00016,3e-05,1.397344,1.21916
1919,1079,2561,1441,resident,0,30,0,3e-05,0.00158,0.07062,1.325575,0.0159,0.00023,3e-05,1.413965,1.22032
1919,1079,2561,1441,resident,0,31,1,3e-05,0.00197,0.085659,1.297786,0.01367,0.00019,2e-05,1.399325,1.21968
1919,1079,2561,1441,resident,0,32,0,3e-05,0.00164,0.072929,1.340995,0.01989,0.00026,3e-05,1.435774,1.2202
1919,1079,2561,1441,resident,0,33,1,4e-05,0.00259,0.108359,1.312236,0.025819,0.00024,3e-05,1.449314,1.21868
1919,1079,2561,1441,resident,0,34,0,3e-05,0.00216,0.122899,1.309616,0.02275,0.00019,3e-05,1.457675,1.21864
1919,1079,2561,1441,resident,0,35,1,3e-05,0.00497,0.090149,1.299475,0.02019,0.0002,4e-05,1.415054,1.21908
1919,1079,2561,1441,resident,0,36,0,4e-05,0.00532,0.112599,1.285516,0.01769,0.00018,2e-05,1.421365,1.21896
1919,1079,2561,1441,resident,0,37,1,3e-05,0.0017,0.096609,1.287005,0.0201,0.00018,4e-05,1.405664,1.21948
