width,height,out_width,out_height,mode,round,frame,input,upload_ms,record_ms,submit_ms,wait_ms,query_ms,retire_ms,read_ms,total_ms,device_ms
1919,1079,2561,1441,resident,0,38,0,4e-05,0.0019,0.108509,1.301166,0.0193,0.00025,3e-05,1.431195,1.2206
1919,1079,2561,1441,resident,0,39,1,3e-05,0.005169,0.107909,1.292096,0.01765,0.00018,3e-05,1.423064,1.22056
1919,1079,2561,1441,end-to-end,0,10,0,0.323247,0.00223,0.088469,4.852587,0.01625,0.00026,0.830621,6.113664,4.65424
1919,1079,2561,1441,end-to-end,0,11,1,0.340016,0.00225,0.089809,4.858277,0.01676,0.00027,0.789221,6.096603,4.65736
1919,1079,2561,1441,end-to-end,0,12,0,0.321877,0.00256,0.087879,4.848547,0.01646,0.00027,0.779811,6.057404,4.64808
1919,1079,2561,1441,end-to-end,0,13,1,0.334726,0.0022,0.086879,4.834228,0.01672,0.00028,0.786771,6.061804,4.64892
1919,1079,2561,1441,end-to-end,0,14,0,0.326347,0.0025,0.098438,4.841748,0.016259,0.00027,0.763652,6.049214,4.65244
1919,1079,2561,1441,end-to-end,0,15,1,0.332057,0.00251,0.103908,4.845198,0.015899,0.00026,0.763822,6.063654,4.6534
1919,1079,2561,1441,end-to-end,0,16,0,0.327767,0.00278,0.091649,4.853407,0.020929,0.0003,0.756652,6.053484,4.65824
1919,1079,2561,1441,end-to-end,0,17,1,0.359406,0.00254,0.100779,4.860527,0.01499,0.00028,0.760762,6.099284,4.67244
1919,1079,2561,1441,end-to-end,0,18,0,0.340146,0.00295,0.102059,4.895247,0.015729,0.00027,0.748062,6.104463,4.69792
1919,1079,2561,1441,end-to-end,0,19,1,0.354366,0.00223,0.088749,4.877187,0.01571,0.00024,0.755122,6.093604,4.67604
1919,1079,2561,1441,end-to-end,0,20,0,0.327826,0.00232,0.084199,4.862697,0.01605,0.0003,0.757502,6.050894,4.66036
1919,1079,2561,1441,end-to-end,0,21,1,0.352516,0.00226,0.090699,4.861307,0.01634,0.00031,0.759192,6.082624,4.66172
1919,1079,2561,1441,end-to-end,0,22,0,0.320786,0.00282,0.088919,4.861387,0.01611,0.00031,0.746842,6.037174,4.66316
1919,1079,2561,1441,end-to-end,0,23,1,0.331196,0.00237,0.088319,4.857237,0.0161,0.00024,0.830731,6.126193,4.65344
1919,1079,2561,1441,end-to-end,0,24,0,0.353926,0.00297,0.095659,4.853917,0.01635,0.00033,0.797771,6.120923,4.65024
1919,1079,2561,1441,end-to-end,0,25,1,0.366736,0.00237,0.088339,4.831878,0.01614,0.00028,0.84257,6.148313,4.63996
1919,1079,2561,1441,end-to-end,0,26,0,0.370996,0.00241,0.090879,4.858427,0.01692,0.00028,0.809311,6.149223,4.66088
1919,1079,2561,1441,end-to-end,0,27,1,0.400616,0.00267,0.100639,4.879936,0.01604,0.00027,0.831001,6.231172,4.69036
1919,1079,2561,1441,end-to-end,0,28,0,0.378806,0.00251,0.088559,4.909687,0.01556,0.00026,0.807011,6.202393,4.70648
1919,1079,2561,1441,end-to-end,0,29,1,0.371476,0.00213,0.085379,4.852597,0.01541,0.00029,0.789481,6.116763,4.65328
1919,1079,2561,1441,end-to-end,0,30,0,0.352376,0.00241,0.085899,4.858938,0.016129,0.00027,0.795982,6.112004,4.65768
1919,1079,2561,1441,end-to-end,0,31,1,0.371305,0.00256,0.089089,4.849488,0.015689,0.00028,0.775192,6.103603,4.64996
1919,1079,2561,1441,end-to-end,0,32,0,0.349606,0.00201,0.086449,4.836377,0.01723,0.00026,0.760512,6.052444,4.65276
1919,1079,2561,1441,end-to-end,0,33,1,0.358156,0.00192,0.093409,4.842687,0.0168,0.00027,0.766232,6.079474,4.65236
1919,1079,2561,1441,end-to-end,0,34,0,0.362016,0.00224,0.088889,4.857577,0.02369,0.00029,0.768081,6.102783,4.65824
1919,1079,2561,1441,end-to-end,0,35,1,0.374716,0.00251,0.101499,4.874127,0.01613,0.00026,0.758912,6.128154,4.68792
1919,1079,2561,1441,end-to-end,0,36,0,0.364006,0.00271,0.093339,4.911426,0.01594,0.00027,0.763131,6.150822,4.70948
1919,1079,2561,1441,end-to-end,0,37,1,0.366546,0.00205,0.087649,4.876617,0.01896,0.00029,0.813561,6.165673,4.6664
1919,1079,2561,1441,end-to-end,0,38,0,0.365716,0.00291,0.106199,4.846347,0.01669,0.00029,0.781822,6.119974,4.65784
1919,1079,2561,1441,end-to-end,0,39,1,0.360806,0.00223,0.091169,4.850537,0.01668,0.00031,0.773351,6.095083,4.65324
1280,720,2560,1440,end-to-end,1,10,0,0.151068,0.00297,0.111159,3.575911,0.01784,0.00023,0.609443,4.468621,3.49516
1280,720,2560,1440,end-to-end,1,11,1,0.174548,0.00241,0.113529,3.581091,0.01836,0.00025,0.624013,4.514201,3.50136
1280,720,2560,1440,end-to-end,1,12,0,0.235707,0.00577,0.140649,3.579111,0.01809,0.00041,1.228846,5.208583,3.49964
1280,720,2560,1440,end-to-end,1,13,1,0.246698,0.00289,0.094649,3.700799,0.01709,0.00029,1.212207,5.274623,3.51916
1280,720,2560,1440,end-to-end,1,14,0,0.219757,0.00248,0.092209,3.72333,0.01694,0.00025,1.168897,5.223863,3.52388
1280,720,2560,1440,end-to-end,1,15,1,0.216168,0.00231,0.090259,3.712679,0.0162,0.00024,1.099958,5.137814,3.51432
1280,720,2560,1440,end-to-end,1,16,0,0.222718,0.00235,0.101848,3.71353,0.02113,0.000239,1.107069,5.168884,3.51392
1280,720,2560,1440,end-to-end,1,17,1,0.215527,0.00262,0.089739,3.71926,0.01625,0.00025,0.994699,5.038345,3.5118
1280,720,2560,1440,end-to-end,1,18,0,0.185268,0.00242,0.101538,3.624771,0.01602,0.00025,0.850611,4.780878,3.5088
1280,720,2560,1440,end-to-end,1,19,1,0.180568,0.00226,0.092899,3.746629,0.01614,0.00023,0.790881,4.829607,3.5032
1280,720,2560,1440,end-to-end,1,20,0,0.156818,0.00227,0.086139,3.584911,0.01568,0.00023,0.762112,4.60816,3.49956
1280,720,2560,1440,end-to-end,1,21,1,0.155818,0.00211,0.086039,3.588431,0.01588,0.00023,0.749362,4.59787,3.50064
1280,720,2560,1440,end-to-end,1,22,0,0.163588,0.00253,0.103019,3.567741,0.0158,0.00026,0.736772,4.58971,3.49708
1280,720,2560,1440,end-to-end,1,23,1,0.150178,0.00219,0.085619,3.587841,0.01598,0.00026,0.714632,4.5567,3.5006
1280,720,2560,1440,end-to-end,1,24,0,0.157208,0.00255,0.102639,3.578271,0.01605,0.00026,0.799631,4.656609,3.50212
1280,720,2560,1440,end-to-end,1,25,1,0.174778,0.00361,0.100829,3.574031,0.0171,0.00024,0.741992,4.61258,3.49792
1280,720,2560,1440,end-to-end,1,26,0,0.145178,0.00237,0.092079,3.579541,0.01607,0.00027,0.656333,4.491841,3.49824
1280,720,2560,1440,end-to-end,1,27,1,0.128338,0.00259,0.101289,3.576381,0.01678,0.00024,0.619644,4.445262,3.50184
1280,720,2560,1440,end-to-end,1,28,0,0.126458,0.00213,0.085719,3.574781,0.02045,0.00024,0.620323,4.430101,3.50012
1280,720,2560,1440,end-to-end,1,29,1,0.125009,0.00261,0.099999,3.578951,0.01527,0.00024,0.608283,4.430362,3.50704
1280,720,2560,1440,end-to-end,1,30,0,0.125859,0.00237,0.099819,3.57048,0.01578,0.00024,0.595754,4.410302,3.49928
1280,720,2560,1440,end-to-end,1,31,1,0.112209,0.0022,0.086679,3.573181,0.01589,0.00024,0.595343,4.385742,3.49816
1280,720,2560,1440,end-to-end,1,32,0,0.123259,0.00245,0.108539,3.571491,0.01542,0.00024,0.596273,4.417672,3.50004
1280,720,2560,1440,end-to-end,1,33,1,0.112869,0.00219,0.086729,3.575021,0.01548,0.00024,0.587053,4.379582,3.50196
1280,720,2560,1440,end-to-end,1,34,0,0.121709,0.00248,0.099399,3.573101,0.01553,0.00024,0.593053,4.405512,3.5012
1280,720,2560,1440,end-to-end,1,35,1,0.119339,0.00253,0.098169,3.572641,0.01544,0.00023,0.581953,4.390302,3.49988
1280,720,2560,1440,end-to-end,1,36,0,0.110439,0.00205,0.084399,3.570031,0.01565,0.00023,0.606984,4.389783,3.4992
1280,720,2560,1440,end-to-end,1,37,1,0.125978,0.00254,0.117959,3.574811,0.01591,0.00025,0.609483,4.446931,3.502
1280,720,2560,1440,end-to-end,1,38,0,0.112749,0.00226,0.086969,3.591301,0.01613,0.00025,0.590113,4.399772,3.50984
1280,720,2560,1440,end-to-end,1,39,1,0.119199,0.00253,0.099319,3.571441,0.01599,0.00025,0.605293,4.414022,3.49912
1280,720,2560,1440,resident,1,10,0,4e-05,0.00238,0.075139,0.8779,0.01922,0.00024,3e-05,0.974949,0.77056
1280,720,2560,1440,resident,1,11,1,3e-05,0.00207,0.089399,0.843471,0.01465,0.00025,2e-05,0.94989,0.75876
1280,720,2560,1440,resident,1,12,0,4e-05,0.00236,0.074749,0.850941,0.018899,0.00029,3e-05,0.947309,0.74716
1280,720,2560,1440,resident,1,13,1,4e-05,0.002,0.089589,0.826352,0.014749,0.00022,3e-05,0.93298,0.74628
1280,720,2560,1440,resident,1,14,0,4e-05,0.0024,0.07557,0.84476,0.01908,0.00027,3e-05,0.94215,0.74172
1280,720,2560,1440,resident,1,15,1,4e-05,0.002,0.090469,0.820871,0.01476,0.00024,3e-05,0.92841,0.74356
1280,720,2560,1440,resident,1,16,0,2e-05,0.00224,0.073599,0.846741,0.01658,0.00025,2e-05,0.93945,0.74452
1280,720,2560,1440,resident,1,17,1,3e-05,0.00189,0.082069,0.838561,0.01458,0.00024,2e-05,0.93739,0.74528
1280,720,2560,1440,resident,1,18,0,4e-05,0.00241,0.073819,0.84061,0.01553,0.00022,3e-05,0.932659,0.74364
1280,720,2560,1440,resident,1,19,1,3e-05,0.0019,0.089889,0.838851,0.01843,0.00028,3e-05,0.94941,0.74528
1280,720,2560,1440,resident,1,20,0,4e-05,0.00252,0.088889,0.820141,0.01592,0.00023,2e-05,0.92776,0.7444
1280,720,2560,1440,resident,1,21,1,3e-05,0.0017,0.079509,0.837241,0.01401,0.00022,4e-05,0.93275,0.74604
1280,720,2560,1440,resident,1,22,0,3e-05,0.0022,0.074149,0.839541,0.068359,0.00072,3e-05,0.985029,0.74532
1280,720,2560,1440,resident,1,23,1,7e-05,0.00331,0.123289,0.830461,0.01911,0.00029,3e-05,0.97656,0.74484
1280,720,2560,1440,resident,1,24,0,4e-05,0.002119,0.096099,0.815291,0.01577,0.00026,3e-05,0.929609,0.74232
1280,720,2560,1440,resident,1,25,1,3e-05,0.00195,0.093719,0.810831,0.01491,0.00023,3e-05,0.9217,0.74212
1280,720,2560,1440,resident,1,26,0,3e-05,0.00162,0.076089,0.843761,0.01729,0.00025,4e-05,0.93908,0.74564
1280,720,2560,1440,resident,1,27,1,3e-05,0.0019,0.091609,0.816301,0.01546,0.00023,3e-05,0.92556,0.74368
1280,720,2560,1440,resident,1,28,0,3e-05,0.00188,0.079219,0.828971,0.01429,0.00025,3e-05,0.92467,0.7426
1280,720,2560,1440,resident,1,29,1,3e-05,0.00171,0.077199,0.841991,0.017359,0.00025,4e-05,0.938579,0.74272
1280,720,2560,1440,resident,1,30,0,4e-05,0.00188,0.085379,0.826811,0.01533,0.00026,2e-05,0.92972,0.74336
1280,720,2560,1440,resident,1,31,1,3e-05,0.00195,0.080599,0.830721,0.01461,0.00022,3e-05,0.92816,0.74568
1280,720,2560,1440,resident,1,32,0,2e-05,0.00166,0.07545,0.84655,0.01697,0.00027,3e-05,0.94095,0.74612
1280,720,2560,1440,resident,1,33,1,3e-05,0.0019,0.087649,0.826381,0.01564,0.00024,2e-05,0.93186,0.74412
1280,720,2560,1440,resident,1,34,0,3e-05,0.00171,0.075979,0.828361,0.01463,0.0002,2e-05,0.92093,0.74168
1280,720,2560,1440,resident,1,35,1,3e-05,0.00162,0.077329,0.833701,0.01499,0.00023,3e-05,0.92793,0.7428
1280,720,2560,1440,resident,1,36,0,2e-05,0.00161,0.093949,0.826631,0.017999,0.00031,3e-05,0.940549,0.74328
1280,720,2560,1440,resident,1,37,1,4e-05,0.00202,0.091299,0.811442,0.014569,0.00023,3e-05,0.91963,0.74392
1280,720,2560,1440,resident,1,38,0,3e-05,0.00173,0.07506,0.836001,0.01435,0.00018,3e-05,0.927381,0.74224
1280,720,2560,1440,resident,1,39,1,3e-05,0.00154,0.153048,0.823521,0.020809,0.00025,3e-05,0.999228,0.7448
1920,1080,960,540,end-to-end,1,10,0,0.273987,0.00251,0.106319,2.492132,0.01909,0.00029,0.088919,2.983247,2.41572
1920,1080,960,540,end-to-end,1,11,1,0.277667,0.00266,0.108829,2.488483,0.01881,0.00026,0.086999,2.983708,2.41368
1920,1080,960,540,end-to-end,1,12,0,0.275687,0.00254,0.106079,2.489362,0.01964,0.00029,0.087909,2.981507,2.41444
1920,1080,960,540,end-to-end,1,13,1,0.275417,0.00256,0.106339,2.490173,0.01938,0.00028,0.087129,2.981278,2.41408
1920,1080,960,540,end-to-end,1,14,0,0.274027,0.00246,0.107249,2.489323,0.019179,0.00028,0.088369,2.980887,2.4142
1920,1080,960,540,end-to-end,1,15,1,0.275047,0.00254,0.106289,2.494923,0.01874,0.00025,0.103789,3.001578,2.41444
1920,1080,960,540,end-to-end,1,16,0,0.291487,0.00329,0.111468,2.491963,0.02047,0.00028,0.096679,3.015637,2.41436
1920,1080,960,540,end-to-end,1,17,1,0.291577,0.00268,0.111258,2.488043,0.01937,0.00025,0.089769,3.002947,2.41328
1920,1080,960,540,end-to-end,1,18,0,0.290587,0.00243,0.108808,2.490963,0.02164,0.00032,0.089579,3.004327,2.41812
1920,1080,960,540,end-to-end,1,19,1,0.277137,0.00255,0.106019,2.493903,0.01866,0.00028,0.095169,2.993718,2.41908
1920,1080,960,540,end-to-end,1,20,0,0.296836,0.00247,0.113879,2.493133,0.01901,0.00028,0.092249,3.017857,2.41816
1920,1080,960,540,end-to-end,1,21,1,0.278377,0.00255,0.107098,2.486044,0.020859,0.00028,0.092329,2.987537,2.4132
1920,1080,960,540,end-to-end,1,22,0,0.279057,0.00245,0.107049,2.514043,0.025519,0.00029,0.08094,3.009348,2.41604
1920,1080,960,540,end-to-end,1,23,1,0.278146,0.00266,0.108769,2.491473,0.02335,0.00029,0.091119,2.995807,2.41456
1920,1080,960,540,end-to-end,1,24,0,0.279767,0.00257,0.107238,2.492093,0.01959,0.00029,0.093039,2.994587,2.41796
1920,1080,960,540,end-to-end,1,25,1,0.277597,0.0025,0.107689,2.489163,0.018959,0.00028,0.092239,2.988427,2.41388
1920,1080,960,540,end-to-end,1,26,0,0.285897,0.00254,0.107319,2.488643,0.01946,0.00029,0.098439,3.002588,2.41392
1920,1080,960,540,end-to-end,1,27,1,0.277627,0.00253,0.107199,2.492552,0.01937,0.0003,0.095389,2.994967,2.41484
1920,1080,960,540,end-to-end,1,28,0,0.283407,0.0027,0.108449,2.488893,0.01842,0.00029,0.093959,2.996118,2.41328
1920,1080,960,540,end-to-end,1,29,1,0.278547,0.00258,0.108398,2.489063,0.02025,0.0003,0.092329,2.991467,2.4146
1920,1080,960,540,end-to-end,1,30,0,0.279007,0.00259,0.107389,2.488563,0.019379,0.0003,0.092089,2.989317,2.41332
1920,1080,960,540,end-to-end,1,31,1,0.278317,0.0025,0.107679,2.488133,0.01885,0.00027,0.093389,2.989138,2.413
1920,1080,960,540,end-to-end,1,32,0,0.277437,0.00247,0.107879,2.490153,0.019859,0.00031,0.093899,2.992007,2.41344
1920,1080,960,540,end-to-end,1,33,1,0.278397,0.00254,0.107619,2.488073,0.01883,0.00031,0.092389,2.988158,2.41292
1920,1080,960,540,end-to-end,1,34,0,0.282456,0.00254,0.106619,2.487183,0.02124,0.00031,0.096719,2.997067,2.41408
1920,1080,960,540,end-to-end,1,35,1,0.277827,0.00264,0.107149,2.487323,0.01854,0.00029,0.091148,2.984917,2.41292
1920,1080,960,540,end-to-end,1,36,0,0.277797,0.00258,0.107319,2.492513,0.01951,0.00029,0.095089,2.995098,2.41404
1920,1080,960,540,end-to-end,1,37,1,0.277027,0.00317,0.109829,2.489333,0.019359,0.00029,0.094229,2.993237,2.41392
1920,1080,960,540,end-to-end,1,38,0,0.279487,0.00263,0.109059,2.491623,0.01929,0.00028,0.093749,2.996118,2.41488
1920,1080,960,540,end-to-end,1,39,1,0.280237,0.00258,0.106998,2.486393,0.01826,0.0003,0.092829,2.987597,2.4124
1920,1080,960,540,resident,1,10,0,3e-05,0.0016,0.069899,1.045289,0.01573,0.00026,3e-05,1.132838,0.93348
1920,1080,960,540,resident,1,11,1,3e-05,0.00189,0.083239,1.019729,0.01355,0.00021,3e-05,1.118678,0.93292
1920,1080,960,540,resident,1,12,0,2e-05,0.0017,0.071889,1.039609,0.013979,0.00022,2e-05,1.127437,0.93412
1920,1080,960,540,resident,1,13,1,3e-05,0.00166,0.07146,1.048408,0.01574,0.00026,3e-05,1.137588,0.93424
1920,1080,960,540,resident,1,14,0,3e-05,0.00191,0.100579,1.002899,0.01357,0.00023,3e-05,1.119248,0.9338
1920,1080,960,540,resident,1,15,1,3e-05,0.00159,0.071859,1.043939,0.01587,0.00024,3e-05,1.133558,0.93248
1920,1080,960,540,resident,1,16,0,3e-05,0.0019,0.082369,1.027408,0.01462,0.00022,2e-05,1.126567,0.93424
1920,1080,960,540,resident,1,17,1,4e-05,0.00165,0.07143,1.038428,0.0156,0.00025,3e-05,1.127428,0.93364
1920,1080,960,540,resident,1,18,0,3e-05,0.00181,0.082369,1.020339,0.01348,0.00022,3e-05,1.118278,0.93268
1920,1080,960,540,resident,1,19,1,3e-05,0.00156,0.072129,1.042948,0.01554,0.00025,4e-05,1.132497,0.9342
1920,1080,960,540,resident,1,20,0,3e-05,0.00193,0.082479,1.019769,0.01318,0.00021,3e-05,1.117628,0.9338
1920,1080,960,540,resident,1,21,1,3e-05,0.00159,0.07163,1.044148,0.01555,0.00025,3e-05,1.133228,0.9344
1920,1080,960,540,resident,1,22,0,3e-05,0.00187,0.091379,1.020559,0.01545,0.00026,3e-05,1.129578,0.93404
1920,1080,960,540,resident,1,23,1,3e-05,0.00187,0.083019,1.022049,0.015469,0.00027,3e-05,1.122737,0.93436
1920,1080,960,540,resident,1,24,0,4e-05,0.00201,0.082239,1.023539,0.01506,0.00024,2e-05,1.123148,0.93388
1920,1080,960,540,resident,1,25,1,3e-05,0.00185,0.070669,1.036119,0.01584,0.00027,3e-05,1.124808,0.93424
1920,1080,960,540,resident,1,26,0,4e-05,0.00185,0.081419,1.012149,0.01323,0.00022,2e-05,1.108928,0.93352
1920,1080,960,540,resident,1,27,1,3e-05,0.0016,0.071459,1.033969,0.015329,0.00028,3e-05,1.122697,0.9332
1920,1080,960,540,resident,1,28,0,4e-05,0.00188,0.0818,1.009709,0.01311,0.00023,2e-05,1.106789,0.932
1920,1080,960,540,resident,1,29,1,3e-05,0.00157,0.070589,1.035638,0.01612,0.00025,4e-05,1.124237,0.93148
1920,1080,960,540,resident,1,30,0,3e-05,0.00203,0.093499,1.003699,0.01306,0.00023,2e-05,1.112568,0.93356
1920,1080,960,540,resident,1,31,1,3e-05,0.00159,0.071649,1.031229,0.01554,0.00024,3e-05,1.120308,0.93256
1920,1080,960,540,resident,1,32,0,3e-05,0.00193,0.082719,1.024119,0.01617,0.00027,3e-05,1.125268,0.93424
1920,1080,960,540,resident,1,33,1,3e-05,0.00217,0.080769,1.012919,0.012989,0.00019,3e-05,1.109097,0.93384
1920,1080,960,540,resident,1,34,0,2e-05,0.00155,0.07161,1.039128,0.01584,0.00026,3e-05,1.128438,0.93516
1920,1080,960,540,resident,1,35,1,4e-05,0.00193,0.083419,1.010539,0.01459,0.00022,3e-05,1.110768,0.93264
1920,1080,960,540,resident,1,36,0,3e-05,0.00163,0.070639,1.036849,0.01579,0.00026,3e-05,1.125228,0.93332
1920,1080,960,540,resident,1,37,1,3e-05,0.00194,0.083249,1.455194,0.0136,0.00022,3e-05,1.554263,0.93384
1920,1080,960,540,resident,1,38,0,3e-05,0.0016,0.071409,0.999829,0.01359,0.00022,3e-05,1.086708,0.933
1920,1080,960,540,resident,1,39,1,3e-05,0.00168,0.072779,1.043059,0.01539,0.00026,3e-05,1.133228,0.93964
3840,2160,1919,1079,end-to-end,1,10,0,1.665272,0.00265,0.092369,9.778884,0.01792,0.00028,0.321376,11.878751,9.5784
3840,2160,1919,1079,end-to-end,1,11,1,1.648432,0.00253,0.091599,9.769333,0.01864,0.00029,0.380926,11.91175,9.56844
3840,2160,1919,1079,end-to-end,1,12,0,1.638062,0.00261,0.104509,9.760714,0.018589,0.00031,0.344417,11.869211,9.57736
3840,2160,1919,1079,end-to-end,1,13,1,1.599582,0.00286,0.090109,9.777194,0.01922,0.00025,0.370986,11.860201,9.57676
3840,2160,1919,1079,end-to-end,1,14,0,1.652391,0.00252,0.091089,9.780424,0.01825,0.00031,0.332746,11.87773,9.5768
3840,2160,1919,1079,end-to-end,1,15,1,1.602343,0.00236,0.090759,9.774723,0.01883,0.00028,0.344046,11.833341,9.57656
3840,2160,1919,1079,end-to-end,1,16,0,1.654622,0.00235,0.088519,9.782263,0.02071,0.00027,0.333397,11.882131,9.57604
3840,2160,1919,1079,end-to-end,1,17,1,1.603662,0.00229,0.089379,9.768944,0.018509,0.00028,0.340027,11.823091,9.5702
3840,2160,1919,1079,end-to-end,1,18,0,1.654602,0.00231,0.088439,9.770253,0.02538,0.00027,0.341206,11.88246,9.5706
3840,2160,1919,1079,end-to-end,1,19,1,1.592893,0.00264,0.100619,9.763724,0.018819,0.00025,0.352446,11.831391,9.58224
3840,2160,1919,1079,end-to-end,1,20,0,1.637902,0.00246,0.08719,9.775413,0.01787,0.00029,0.350166,11.871291,9.57284
3840,2160,1919,1079,end-to-end,1,21,1,1.584923,0.00232,0.088789,9.773063,0.01868,0.00028,0.368826,11.836881,9.5728
3840,2160,1919,1079,end-to-end,1,22,0,1.748161,0.00276,0.093039,9.770123,0.01708,0.00034,0.364936,11.996439,9.57084
3840,2160,1919,1079,end-to-end,1,23,1,1.668582,0.0026,0.093999,9.781293,0.01855,0.00027,0.367166,11.93246,9.58444
3840,2160,1919,1079,end-to-end,1,24,0,1.678442,0.00239,0.087729,9.783124,0.019689,0.00041,0.364276,11.93606,9.5738
3840,2160,1919,1079,end-to-end,1,25,1,1.659812,0.00231,0.090229,9.705144,0.01797,0.00027,0.367076,11.842811,9.57716
3840,2160,1919,1079,end-to-end,1,26,0,1.686312,0.00257,0.089529,9.781043,0.01996,0.00026,0.370986,11.95066,9.57404
3840,2160,1919,1079,end-to-end,1,27,1,1.625912,0.00265,0.089499,9.770324,0.018279,0.00027,0.362317,11.869251,9.57744
3840,2160,1919,1079,end-to-end,1,28,0,1.667922,0.00269,0.089509,9.773283,0.01812,0.00031,0.379826,11.93166,9.57224
3840,2160,1919,1079,end-to-end,1,29,1,1.636862,0.00669,0.092479,9.774613,0.0185,0.00028,0.372006,11.90143,9.57628
3840,2160,1919,1079,end-to-end,1,30,0,1.639502,0.00233,0.086819,9.769054,0.01788,0.00027,0.373406,11.889261,9.57048
3840,2160,1919,1079,end-to-end,1,31,1,1.601252,0.00232,0.088489,9.779714,0.018059,0.00026,0.352007,11.842101,9.5836
3840,2160,1919,1079,end-to-end,1,32,0,1.640092,0.00224,0.088959,9.771613,0.0186,0.00031,0.350106,11.87192,9.57312
3840,2160,1919,1079,end-to-end,1,33,1,1.599343,0.00219,0.089319,9.772033,0.01902,0.00027,0.357226,11.839401,9.56936
3840,2160,1919,1079,end-to-end,1,34,0,1.642922,0.00265,0.090909,9.772674,0.017589,0.00027,0.351857,11.878871,9.57268
3840,2160,1919,1079,end-to-end,1,35,1,1.616272,0.00221,0.088959,9.815583,0.01879,0.00027,0.351586,11.89367,9.57664
3840,2160,1919,1079,end-to-end,1,36,0,1.624702,0.00235,0.086419,9.777984,0.01914,0.00026,0.368116,11.878971,9.57556
3840,2160,1919,1079,end-to-end,1,37,1,1.592422,0.00241,0.106019,9.754264,0.01885,0.00026,0.370386,11.844611,9.57616
3840,2160,1919,1079,end-to-end,1,38,0,1.616022,0.00248,0.088899,9.770683,0.01972,0.00028,0.380066,11.87815,9.57132
3840,2160,1919,1079,end-to-end,1,39,1,1.587063,0.0024,0.088739,9.775953,0.01879,0.00026,0.366416,11.839621,9.57928
3840,2160,1919,1079,resident,1,10,0,3e-05,0.00194,0.081959,3.780229,0.01518,0.00024,3e-05,3.879608,3.69492
3840,2160,1919,1079,resident,1,11,1,3e-05,0.00201,0.082979,3.820738,0.01574,0.00026,3e-05,3.921787,3.71784
3840,2160,1919,1079,resident,1,12,0,3e-05,0.0021,0.085739,3.821168,0.01545,0.00026,3e-05,3.924777,3.73652
3840,2160,1919,1079,resident,1,13,1,3e-05,0.00192,0.083209,3.852358,0.01544,0.00029,4e-05,3.953287,3.76128
3840,2160,1919,1079,resident,1,14,0,3e-05,0.00191,0.083709,3.859628,0.01521,0.00025,3e-05,3.960767,3.76932
3840,2160,1919,1079,resident,1,15,1,3e-05,0.00197,0.082999,3.875568,0.01554,0.00027,3e-05,3.976407,3.7784
3840,2160,1919,1079,resident,1,16,0,4e-05,0.00203,0.084049,3.877948,0.016119,0.00026,3e-05,3.980476,3.77984
3840,2160,1919,1079,resident,1,17,1,3e-05,0.00192,0.083809,3.862288,0.02167,0.00025,3e-05,3.969997,3.79084
3840,2160,1919,1079,resident,1,18,0,3e-05,0.002,0.083889,3.873598,0.01549,0.00027,3e-05,3.975307,3.7898
3840,2160,1919,1079,resident,1,19,1,3e-05,0.00195,0.089899,3.875527,0.01522,0.00026,3e-05,3.982916,3.79352
3840,2160,1919,1079,resident,1,20,0,4e-05,0.00206,0.090179,3.884518,0.01662,0.00026,3e-05,3.993707,3.79724
3840,2160,1919,1079,resident,1,21,1,4e-05,0.00224,0.094539,3.875088,0.015349,0.00021,3e-05,3.987496,3.79932
3840,2160,1919,1079,resident,1,22,0,3e-05,0.00207,0.089549,3.880618,0.01515,0.00026,3e-05,3.987707,3.7958
3840,2160,1919,1079,resident,1,23,1,4e-05,0.00193,0.088709,3.890188,0.015339,0.00027,4e-05,3.996516,3.79876
3840,2160,1919,1079,resident,1,24,0,3e-05,0.00195,0.093379,3.879148,0.01525,0.00027,3e-05,3.990057,3.7912
3840,2160,1919,1079,resident,1,25,1,3e-05,0.00198,0.088799,3.881158,0.015399,0.00026,3e-05,3.987656,3.79588
3840,2160,1919,1079,resident,1,26,0,4e-05,0.00196,0.083149,3.893008,0.01527,0.00024,4e-05,3.993707,3.80364
3840,2160,1919,1079,resident,1,27,1,3e-05,0.00196,0.082099,3.885677,0.01522,0.00032,3e-05,3.985336,3.7956
3840,2160,1919,1079,resident,1,28,0,3e-05,0.00188,0.082269,3.882458,0.01529,0.00022,3e-05,3.982177,3.79376
3840,2160,1919,1079,resident,1,29,1,4e-05,0.00188,0.084449,3.886668,0.015339,0.00023,3e-05,3.988636,3.79996
3840,2160,1919,1079,resident,1,30,0,3e-05,0.0019,0.083619,3.889038,0.01544,0.00025,3e-05,3.990307,3.8002
3840,2160,1919,1079,resident,1,31,1,3e-05,0.00195,0.082569,3.891328,0.01597,0.00026,3e-05,3.992137,3.79916
3840,2160,1919,1079,resident,1,32,0,4e-05,0.00214,0.086619,3.885067,0.01549,0.00024,3e-05,3.989626,3.79964
3840,2160,1919,1079,resident,1,33,1,3e-05,0.00193,0.082349,3.890218,0.01509,0.0003,3e-05,3.989947,3.79932
3840,2160,1919,1079,resident,1,34,0,3e-05,0.00193,0.083579,3.887817,0.01586,0.00029,3e-05,3.989536,3.79604
3840,2160,1919,1079,resident,1,35,1,3e-05,0.00223,0.086229,3.887648,0.01635,0.00027,3e-05,3.992787,3.79436
