width,height,out_width,out_height,engine,mode,round,frame,input,upload_ms,record_ms,submit_ms,wait_ms,query_ms,retire_ms,read_ms,total_ms,device_ms
1920,1080,960,540,native,end-to-end,0,26,0,0.306897,0.090559,0.01987,2.489236,0.01578,4e-05,0.084459,3.006841,2.4144
1920,1080,960,540,native,end-to-end,0,27,1,0.307267,0.079279,0.01883,2.492206,0.01556,4e-05,0.084649,2.997831,2.41388
1920,1080,960,540,native,end-to-end,0,28,0,0.282777,0.081139,0.01982,2.508566,0.01564,4e-05,0.085339,2.993321,2.41388
1920,1080,960,540,native,end-to-end,0,29,1,0.296317,0.079239,0.0191,2.486996,0.01598,4e-05,0.082619,2.980291,2.41308
1920,1080,960,540,native,end-to-end,0,30,0,0.273988,0.080939,0.01955,2.486316,0.015179,4e-05,0.08206,2.958072,2.41284
1920,1080,960,540,native,end-to-end,0,31,1,0.294567,0.079469,0.01956,2.488676,0.016269,4e-05,0.08064,2.979221,2.41256
1920,1080,960,540,native,end-to-end,0,32,0,0.269307,0.082089,0.02097,2.493636,0.01663,4e-05,0.090089,2.972761,2.41316
1920,1080,960,540,native,end-to-end,0,33,1,0.274988,0.095579,0.021039,2.481086,0.01328,3e-05,0.082739,2.968741,2.41344
1920,1080,960,540,native,end-to-end,0,34,0,0.255658,0.077099,0.01799,2.485406,0.01799,6e-05,0.086049,2.940252,2.41268
1920,1080,960,540,native,end-to-end,0,35,1,0.306187,0.096399,0.02229,2.488336,0.01554,4e-05,0.084959,3.013751,2.41464
1920,1080,960,540,native,end-to-end,0,36,0,0.286697,0.097089,0.02124,2.489036,0.0178,6e-05,0.082509,2.994431,2.4128
1920,1080,960,540,native,end-to-end,0,37,1,0.264337,0.08246,0.027689,2.484556,0.01476,4e-05,0.082109,2.955951,2.41288
1920,1080,960,540,native,end-to-end,0,38,0,0.283527,0.07736,0.019729,2.490036,0.01582,4e-05,0.084289,2.970801,2.41456
1920,1080,960,540,native,end-to-end,0,39,1,0.265158,0.084469,0.02072,2.484336,0.01568,5e-05,0.081419,2.951832,2.41296
1920,1080,960,540,ogpu,end-to-end,0,10,0,0.292078,0.00262,0.116628,2.503026,0.0233,0.00028,0.078149,3.016081,2.41436
1920,1080,960,540,ogpu,end-to-end,0,11,1,0.259898,0.00283,0.125748,2.500586,0.05562,0.0005,0.073469,3.018651,2.41292
1920,1080,960,540,ogpu,end-to-end,0,12,0,0.278187,0.00327,0.123019,2.492756,0.01659,0.00027,0.087059,3.001151,2.4136
1920,1080,960,540,ogpu,end-to-end,0,13,1,0.246598,0.00271,0.096609,2.488846,0.017019,0.00027,0.08278,2.934832,2.41316
1920,1080,960,540,ogpu,end-to-end,0,14,0,0.282127,0.00287,0.200368,2.495516,0.01706,0.0003,0.085329,3.08357,2.4136
1920,1080,960,540,ogpu,end-to-end,0,15,1,0.295597,0.003,0.107209,2.506196,0.02454,0.00038,0.086049,3.022971,2.41224
1920,1080,960,540,ogpu,end-to-end,0,16,0,0.254367,0.00241,0.092359,2.488906,0.01648,0.00027,0.082019,2.936811,2.41264
1920,1080,960,540,ogpu,end-to-end,0,17,1,0.281857,0.00265,0.101859,2.490616,0.0181,0.0003,0.08133,2.976712,2.41164
1920,1080,960,540,ogpu,end-to-end,0,18,0,0.268807,0.00252,0.091329,2.496666,0.0175,0.00022,0.083349,2.960391,2.41184
1920,1080,960,540,ogpu,end-to-end,0,19,1,0.273657,0.00242,0.103029,2.484216,0.01444,0.00024,0.077829,2.955831,2.41272
1920,1080,960,540,ogpu,end-to-end,0,20,0,0.252778,0.00284,0.103849,2.486516,0.01694,0.00021,0.078779,2.941912,2.41372
1920,1080,960,540,ogpu,end-to-end,0,21,1,0.280727,0.00262,0.089669,2.486046,0.01446,0.00025,0.07852,2.952292,2.41256
1920,1080,960,540,ogpu,end-to-end,0,22,0,0.239267,0.00244,0.088289,2.494076,0.02163,0.00026,0.080079,2.926041,2.41308
1920,1080,960,540,ogpu,end-to-end,0,23,1,0.267298,0.003679,0.203778,2.497486,0.01769,0.0003,0.094019,3.08425,2.4134
1920,1080,960,540,ogpu,end-to-end,0,24,0,0.324107,0.00323,0.094479,2.497616,0.01716,0.00028,0.086249,3.023121,2.41824
1920,1080,960,540,ogpu,end-to-end,0,25,1,0.269767,0.00281,0.095879,2.492916,0.01701,0.00023,0.086569,2.965181,2.4136
1920,1080,960,540,ogpu,end-to-end,0,26,0,0.270428,0.0027,0.094489,2.488806,0.01443,0.00025,0.080589,2.951692,2.41464
1920,1080,960,540,ogpu,end-to-end,0,27,1,0.250158,0.002279,0.08808,2.486615,0.01619,0.0002,0.098889,2.942411,2.4124
1920,1080,960,540,ogpu,end-to-end,0,28,0,0.260418,0.00273,0.101759,2.483016,0.01486,0.00025,0.089469,2.952502,2.41292
1920,1080,960,540,ogpu,end-to-end,0,29,1,0.248658,0.00239,0.088889,2.486786,0.016359,0.0002,0.08102,2.924302,2.4128
1920,1080,960,540,ogpu,end-to-end,0,30,0,0.274077,0.00247,0.101349,2.492386,0.01698,0.00031,0.082869,2.970441,2.41336
1920,1080,960,540,ogpu,end-to-end,0,31,1,0.293197,0.00292,0.106079,2.486376,0.01578,0.00021,0.081149,2.985711,2.41312
1920,1080,960,540,ogpu,end-to-end,0,32,0,0.366857,0.00359,0.148338,2.499696,0.01759,0.00029,0.110409,3.14677,2.41584
1920,1080,960,540,ogpu,end-to-end,0,33,1,0.296577,0.00311,0.112429,2.488895,0.01743,0.00031,0.104039,3.02279,2.41248
1920,1080,960,540,ogpu,end-to-end,0,34,0,0.294998,0.00284,0.107068,2.501736,0.02883,0.00038,0.105639,3.041491,2.4134
1920,1080,960,540,ogpu,end-to-end,0,35,1,0.321107,0.00301,0.100589,2.494046,0.01491,0.00025,0.092309,3.026221,2.41344
1920,1080,960,540,ogpu,end-to-end,0,36,0,0.280377,0.00248,0.090579,2.497206,0.0196,0.00026,0.093069,2.983571,2.41324
1920,1080,960,540,ogpu,end-to-end,0,37,1,0.291857,0.00262,0.102199,2.506066,0.01691,0.00028,0.089879,3.009811,2.4138
1920,1080,960,540,ogpu,end-to-end,0,38,0,0.283787,0.00288,0.103849,2.508186,0.01599,0.00023,0.087459,3.002381,2.41348
1920,1080,960,540,ogpu,end-to-end,0,39,1,0.373076,0.00353,0.132709,2.489736,0.01677,0.00029,0.086519,3.10263,2.413
3840,2160,1919,1079,native,resident,0,10,0,3e-05,0.095119,0.01977,3.793283,0.02093,4e-05,3e-05,3.929202,3.72036
3840,2160,1919,1079,native,resident,0,11,1,4e-05,0.094339,0.01835,3.797083,0.01847,3e-05,3e-05,3.928342,3.7264
3840,2160,1919,1079,native,resident,0,12,0,3e-05,0.079929,0.02214,3.813583,0.02042,6e-05,3e-05,3.936192,3.7364
3840,2160,1919,1079,native,resident,0,13,1,3e-05,0.096169,0.01923,3.833713,0.02078,5e-05,3e-05,3.970002,3.7472
3840,2160,1919,1079,native,resident,0,14,0,3e-05,0.090519,0.0213,3.853512,0.022,5e-05,3e-05,3.987441,3.75644
3840,2160,1919,1079,native,resident,0,15,1,6e-05,0.099749,0.02892,3.852702,0.01936,5e-05,3e-05,4.000871,3.76136
3840,2160,1919,1079,native,resident,0,16,0,3e-05,0.091809,0.02271,3.867653,0.02187,6e-05,3e-05,4.004162,3.77888
3840,2160,1919,1079,native,resident,0,17,1,3e-05,0.100499,0.02212,3.867312,0.02005,0.00012,3e-05,4.010161,3.7866
3840,2160,1919,1079,native,resident,0,18,0,3e-05,0.087439,0.02262,3.870883,0.020419,5e-05,3e-05,4.001471,3.78648
3840,2160,1919,1079,native,resident,0,19,1,3e-05,0.09165,0.022459,3.865313,0.021319,4e-05,3e-05,4.000841,3.78088
3840,2160,1919,1079,native,resident,0,20,0,3e-05,0.09412,0.021919,3.860863,0.02078,6e-05,4e-05,3.997812,3.77524
3840,2160,1919,1079,native,resident,0,21,1,3e-05,0.096829,0.02243,3.866182,0.01706,6e-05,3e-05,4.002621,3.78732
3840,2160,1919,1079,native,resident,0,22,0,3e-05,0.07025,0.020159,3.890873,0.01606,6e-05,3e-05,3.997462,3.7988
3840,2160,1919,1079,native,resident,0,23,1,3e-05,0.069209,0.01976,3.888572,0.01682,6e-05,3e-05,3.994481,3.79316
3840,2160,1919,1079,native,resident,0,24,0,3e-05,0.070349,0.01987,3.888913,0.016629,5e-05,3e-05,3.995871,3.79528
3840,2160,1919,1079,native,resident,0,25,1,3e-05,0.07389,0.020639,3.886163,0.01631,3e-05,4e-05,3.997102,3.806
3840,2160,1919,1079,native,resident,0,26,0,3e-05,0.070229,0.01909,3.879423,0.016349,5e-05,3e-05,3.985201,3.79084
3840,2160,1919,1079,native,resident,0,27,1,3e-05,0.06958,0.019529,3.885703,0.016199,4e-05,3e-05,3.991111,3.7942
3840,2160,1919,1079,native,resident,0,28,0,3e-05,0.06832,0.01989,3.893302,0.0171,5e-05,3e-05,3.998722,3.79136
3840,2160,1919,1079,native,resident,0,29,1,3e-05,0.072029,0.02064,3.879943,0.016389,6e-05,3e-05,3.989121,3.7946
3840,2160,1919,1079,native,resident,0,30,0,4e-05,0.06845,0.01997,3.886952,0.01579,4e-05,3e-05,3.991272,3.79148
3840,2160,1919,1079,native,resident,0,31,1,3e-05,0.068409,0.01899,3.890232,0.01637,4e-05,3e-05,3.994101,3.80056
3840,2160,1919,1079,native,resident,0,32,0,4e-05,0.068449,0.0192,3.887573,0.01775,5e-05,3e-05,3.993092,3.79196
3840,2160,1919,1079,native,resident,0,33,1,3e-05,0.072249,0.02106,3.873082,0.02027,5e-05,3e-05,3.986771,3.79868
3840,2160,1919,1079,native,resident,0,34,0,3e-05,0.06604,0.018869,3.880143,0.01622,4e-05,3e-05,3.981372,3.79192
3840,2160,1919,1079,native,resident,0,35,1,3e-05,0.076449,0.01957,3.877692,0.01641,4e-05,3e-05,3.990221,3.79552
3840,2160,1919,1079,native,resident,0,36,0,3e-05,0.073819,0.01996,3.875993,0.016579,5e-05,3e-05,3.986461,3.7932
3840,2160,1919,1079,native,resident,0,37,1,3e-05,0.07659,0.02006,3.866402,0.01623,5e-05,3e-05,3.979392,3.78992
3840,2160,1919,1079,native,resident,0,38,0,3e-05,0.073619,0.02045,3.883333,0.01578,6e-05,3e-05,3.993302,3.79752
3840,2160,1919,1079,native,resident,0,39,1,3e-05,0.074559,0.0205,3.867982,0.01579,4e-05,3e-05,3.978931,3.78924
3840,2160,1919,1079,ogpu,resident,0,10,0,3e-05,0.00209,0.093049,3.774843,0.01624,0.00022,4e-05,3.886512,3.6986
3840,2160,1919,1079,ogpu,resident,0,11,1,3e-05,0.00195,0.086429,3.817543,0.01637,0.00024,3e-05,3.922592,3.72644
3840,2160,1919,1079,ogpu,resident,0,12,0,3e-05,0.00205,0.089289,3.834623,0.01702,0.00021,3e-05,3.943252,3.74656
3840,2160,1919,1079,ogpu,resident,0,13,1,4e-05,0.00193,0.086499,3.848353,0.01615,0.00022,3e-05,3.953222,3.75592
3840,2160,1919,1079,ogpu,resident,0,14,0,3e-05,0.00192,0.084919,3.873203,0.018289,0.00026,3e-05,3.978651,3.7718
3840,2160,1919,1079,ogpu,resident,0,15,1,3e-05,0.00235,0.098189,3.855883,0.01736,0.00027,3e-05,3.974112,3.7742
3840,2160,1919,1079,ogpu,resident,0,16,0,4e-05,0.00218,0.093899,3.864943,0.01605,0.0002,3e-05,3.977342,3.7874
3840,2160,1919,1079,ogpu,resident,0,17,1,3e-05,0.00189,0.085439,3.881822,0.0164,0.00021,3e-05,3.985821,3.7848
3840,2160,1919,1079,ogpu,resident,0,18,0,3e-05,0.0021,0.085749,3.893083,0.017909,0.00022,3e-05,3.999121,3.7982
3840,2160,1919,1079,ogpu,resident,0,19,1,3e-05,0.00214,0.091199,3.882433,0.0165,0.00023,3e-05,3.992562,3.79996
3840,2160,1919,1079,ogpu,resident,0,20,0,3e-05,0.00202,0.085789,3.890402,0.01623,0.00021,3e-05,3.994711,3.798
3840,2160,1919,1079,ogpu,resident,0,21,1,3e-05,0.00199,0.087489,3.890673,0.01584,0.0002,3e-05,3.996252,3.79804
3840,2160,1919,1079,ogpu,resident,0,22,0,3e-05,0.00202,0.087529,3.896742,0.0162,0.00021,3e-05,4.002761,3.8028
3840,2160,1919,1079,ogpu,resident,0,23,1,4e-05,0.00192,0.086149,3.894532,0.01722,0.00024,3e-05,4.000131,3.79708
3840,2160,1919,1079,ogpu,resident,0,24,0,3e-05,0.00234,0.093749,3.875823,0.01686,0.00021,4e-05,3.989052,3.79824
3840,2160,1919,1079,ogpu,resident,0,25,1,3e-05,0.00202,0.088329,3.889212,0.01637,0.00022,3e-05,3.996211,3.801
3840,2160,1919,1079,ogpu,resident,0,26,0,3e-05,0.00206,0.085729,3.890333,0.016739,0.00021,3e-05,3.995131,3.79584
3840,2160,1919,1079,ogpu,resident,0,27,1,3e-05,0.002,0.08599,3.890832,0.01624,0.00023,4e-05,3.995362,3.79844
3840,2160,1919,1079,ogpu,resident,0,28,0,3e-05,0.00197,0.085809,3.887422,0.0165,0.00022,3e-05,3.991981,3.79416
3840,2160,1919,1079,ogpu,resident,0,29,1,3e-05,0.00195,0.087389,3.889943,0.01604,0.00024,3e-05,3.995622,3.8018
3840,2160,1919,1079,ogpu,resident,0,30,0,4e-05,0.00193,0.086579,3.889462,0.01611,0.0002,3e-05,3.994351,3.79924
3840,2160,1919,1079,ogpu,resident,0,31,1,3e-05,0.00191,0.087739,3.904592,0.02293,0.0003,4e-05,4.017541,3.80308
3840,2160,1919,1079,ogpu,resident,0,32,0,3e-05,0.00225,0.103379,3.876673,0.016719,0.00025,4e-05,3.999341,3.79572
3840,2160,1919,1079,ogpu,resident,0,33,1,3e-05,0.00215,0.08926,3.889742,0.01678,0.00023,3e-05,3.998222,3.79776
3840,2160,1919,1079,ogpu,resident,0,34,0,3e-05,0.00205,0.086469,3.891772,0.01581,0.0002,3e-05,3.996361,3.80284
3840,2160,1919,1079,ogpu,resident,0,35,1,3e-05,0.00191,0.085819,3.889573,0.01582,0.00023,3e-05,3.993412,3.79676
3840,2160,1919,1079,ogpu,resident,0,36,0,4e-05,0.00194,0.086339,3.900452,0.01627,0.00023,3e-05,4.005301,3.8066
3840,2160,1919,1079,ogpu,resident,0,37,1,3e-05,0.00199,0.087449,3.888392,0.01603,0.0002,3e-05,3.994121,3.79968
3840,2160,1919,1079,ogpu,resident,0,38,0,4e-05,0.00195,0.08536,3.899772,0.01711,0.00022,4e-05,4.004492,3.8026
3840,2160,1919,1079,ogpu,resident,0,39,1,3e-05,0.00212,0.095049,3.877752,0.01794,0.00025,3e-05,3.993171,3.79888
3840,2160,1919,1079,ogpu,end-to-end,0,10,0,1.594845,0.00265,0.101709,9.764356,0.017269,0.00025,0.534095,12.015174,9.57536
3840,2160,1919,1079,ogpu,end-to-end,0,11,1,1.717614,0.00347,0.169588,9.654537,0.022779,0.00033,0.540545,12.108863,9.57236
3840,2160,1919,1079,ogpu,end-to-end,0,12,0,1.646264,0.00285,0.110499,9.774896,0.02444,0.00035,0.519285,12.078584,9.5744
3840,2160,1919,1079,ogpu,end-to-end,0,13,1,1.712123,0.00284,0.113389,9.771695,0.02746,0.0003,0.522795,12.150602,9.57304
3840,2160,1919,1079,ogpu,end-to-end,0,14,0,1.623944,0.00252,0.098679,9.782516,0.01998,0.00032,0.508745,12.036704,9.57972
3840,2160,1919,1079,ogpu,end-to-end,0,15,1,1.746903,0.00277,0.100559,9.776655,0.02328,0.0004,0.518685,12.169252,9.57392
3840,2160,1919,1079,ogpu,end-to-end,0,16,0,1.658254,0.00259,0.098779,9.773506,0.019829,0.00029,0.761733,12.314981,9.57192
3840,2160,1919,1079,ogpu,end-to-end,0,17,1,1.730953,0.00287,0.107819,9.750246,0.02253,0.00039,0.521155,12.135963,9.57512
3840,2160,1919,1079,ogpu,end-to-end,0,18,0,1.655734,0.00287,0.103869,9.767725,0.02242,0.00037,0.511355,12.064343,9.573
3840,2160,1919,1079,ogpu,end-to-end,0,19,1,1.743393,0.00259,0.100029,9.787386,0.02498,0.00037,0.496895,12.155643,9.57144
3840,2160,1919,1079,ogpu,end-to-end,0,20,0,1.630874,0.00274,0.100589,9.759626,0.018109,0.00026,0.474756,11.986954,9.56996
3840,2160,1919,1079,ogpu,end-to-end,0,21,1,1.742823,0.00307,0.101979,9.770685,0.01994,0.00025,0.486856,12.125603,9.57428
3840,2160,1919,1079,ogpu,end-to-end,0,22,0,1.743543,0.00343,0.135658,9.684677,0.01836,0.00022,0.483735,12.069623,9.58092
3840,2160,1919,1079,ogpu,end-to-end,0,23,1,1.770023,0.00294,0.104849,9.773225,0.01952,0.00061,0.480365,12.151532,9.58088
3840,2160,1919,1079,ogpu,end-to-end,0,24,0,1.639135,0.00294,0.096439,9.760435,0.01703,0.00022,0.488136,12.004335,9.56828
3840,2160,1919,1079,ogpu,end-to-end,0,25,1,1.740083,0.002709,0.09616,9.779235,0.01922,0.00031,0.485605,12.123322,9.5744
3840,2160,1919,1079,ogpu,end-to-end,0,26,0,1.677074,0.00281,0.098549,9.785416,0.019239,0.00031,0.480256,12.063654,9.58208
3840,2160,1919,1079,ogpu,end-to-end,0,27,1,1.739793,0.00281,0.098529,9.790755,0.02506,0.00025,0.470345,12.127542,9.57604
3840,2160,1919,1079,ogpu,end-to-end,0,28,0,1.604555,0.00273,0.103139,9.771466,0.023839,0.00029,0.465386,11.971405,9.56924
3840,2160,1919,1079,ogpu,end-to-end,0,29,1,1.691134,0.00266,0.103209,9.768545,0.0239,0.00026,0.463245,12.052953,9.57084
3840,2160,1919,1079,ogpu,end-to-end,0,30,0,1.609645,0.00259,0.096299,9.798235,0.03065,0.00026,0.464745,12.002424,9.5792
3840,2160,1919,1079,ogpu,end-to-end,0,31,1,1.698584,0.00281,0.104539,9.798905,0.04033,0.00032,0.463565,12.109053,9.5744
3840,2160,1919,1079,ogpu,end-to-end,0,32,0,1.652474,0.00281,0.110459,9.777206,0.031779,0.00034,0.467486,12.042554,9.5736
3840,2160,1919,1079,ogpu,end-to-end,0,33,1,1.704614,0.002789,0.109379,9.704317,0.048979,0.00044,0.462785,12.033303,9.57236
3840,2160,1919,1079,ogpu,end-to-end,0,34,0,1.651345,0.00282,0.110439,9.798605,0.024979,0.00031,0.443546,12.032044,9.57628
3840,2160,1919,1079,ogpu,end-to-end,0,35,1,1.734143,0.00316,0.09845,9.773125,0.570605,0.00025,0.437525,12.617258,9.57368
3840,2160,1919,1079,ogpu,end-to-end,0,36,0,1.626535,0.00256,0.120088,9.744516,0.02446,0.0003,0.481375,11.999834,9.57424
3840,2160,1919,1079,ogpu,end-to-end,0,37,1,1.703564,0.00306,0.103439,9.773256,0.024129,0.00028,0.473046,12.080774,9.5704
3840,2160,1919,1079,ogpu,end-to-end,0,38,0,1.642734,0.00284,0.097479,9.776945,0.02,0.00023,0.462816,12.003044,9.57628
3840,2160,1919,1079,ogpu,end-to-end,0,39,1,1.716423,0.00284,0.104829,9.759756,0.030989,0.00031,0.456726,12.071873,9.57428
3840,2160,1919,1079,native,end-to-end,0,10,0,1.722344,0.112369,0.019779,9.750886,0.01728,5e-05,0.518385,12.141093,9.57256
3840,2160,1919,1079,native,end-to-end,0,11,1,1.638364,0.077069,0.01866,9.772795,0.01676,4e-05,0.506066,12.029754,9.57756
3840,2160,1919,1079,native,end-to-end,0,12,0,1.696883,0.075609,0.01843,9.769626,0.01679,5e-05,0.494465,12.071853,9.57584
3840,2160,1919,1079,native,end-to-end,0,13,1,1.620644,0.075259,0.0183,9.786466,0.02421,6e-05,0.501845,12.026784,9.57304
3840,2160,1919,1079,native,end-to-end,0,14,0,1.784962,0.08705,0.021699,9.770436,0.0223,7e-05,0.495565,12.182082,9.57424
3840,2160,1919,1079,native,end-to-end,0,15,1,1.650124,0.079229,0.01985,9.769715,0.01926,5e-05,0.484976,12.023204,9.57164
3840,2160,1919,1079,native,end-to-end,0,16,0,1.735733,0.078429,0.02035,9.791425,0.023,7e-05,0.519645,12.168652,9.57828
3840,2160,1919,1079,native,end-to-end,0,17,1,1.652084,0.085059,0.02207,9.768366,0.023139,6e-05,0.508105,12.058883,9.5722
3840,2160,1919,1079,native,end-to-end,0,18,0,1.737744,0.079199,0.02019,9.779715,0.02299,8e-05,0.520195,12.160113,9.57228
3840,2160,1919,1079,native,end-to-end,0,19,1,1.908211,0.08074,0.019969,9.780166,0.03009,6e-05,0.484535,12.303771,9.57388
3840,2160,1919,1079,native,end-to-end,0,20,0,1.702534,0.078269,0.0196,9.780115,0.01933,5e-05,0.482755,12.082653,9.58344
3840,2160,1919,1079,native,end-to-end,0,21,1,1.648494,0.07724,0.019649,9.773126,0.01918,5e-05,0.481885,12.019624,9.574
3840,2160,1919,1079,native,end-to-end,0,22,0,1.725183,0.07726,0.0189,9.770685,0.01967,5e-05,0.474965,12.086713,9.5716
3840,2160,1919,1079,native,end-to-end,0,23,1,1.654004,0.076459,0.01905,9.769336,0.01976,4e-05,0.459715,11.998364,9.57052
3840,2160,1919,1079,native,end-to-end,0,24,0,1.719704,0.074299,0.01906,9.782855,0.01905,4e-05,0.482586,12.097594,9.5798
3840,2160,1919,1079,native,end-to-end,0,25,1,1.691243,0.078599,0.02039,9.773186,0.022489,6e-05,0.465026,12.050993,9.57308
3840,2160,1919,1079,native,end-to-end,0,26,0,1.722763,0.07751,0.019319,9.793446,0.01904,5e-05,0.464285,12.096413,9.57272
3840,2160,1919,1079,native,end-to-end,0,27,1,1.653394,0.076159,0.01918,9.783845,0.01968,4e-05,0.499815,12.052113,9.58208
3840,2160,1919,1079,native,end-to-end,0,28,0,1.729324,0.096129,0.02369,9.762315,0.02195,5e-05,0.496275,12.129733,9.57704
3840,2160,1919,1079,native,end-to-end,0,29,1,1.677514,0.110709,0.02151,9.738366,0.021299,4e-05,0.511946,12.081384,9.57108
3840,2160,1919,1079,native,end-to-end,0,30,0,1.731933,0.083099,0.02106,9.758505,0.01637,6e-05,0.448056,12.059083,9.57584
3840,2160,1919,1079,native,end-to-end,0,31,1,1.617714,0.07564,0.020469,9.773186,0.02006,4e-05,0.453895,11.961004,9.57636
3840,2160,1919,1079,native,end-to-end,0,32,0,1.680344,0.075029,0.01988,9.779106,0.02072,5e-05,0.458835,12.033964,9.5738
3840,2160,1919,1079,native,end-to-end,0,33,1,1.667074,0.117509,0.02676,9.748555,0.02335,9e-05,0.563185,12.146523,9.57888
3840,2160,1919,1079,native,end-to-end,0,34,0,1.692583,0.091279,0.02167,9.765806,0.023999,0.0001,0.464696,12.060133,9.57276
3840,2160,1919,1079,native,end-to-end,0,35,1,1.649354,0.083009,0.02182,9.770985,0.05135,9e-05,0.440516,12.017124,9.57876
3840,2160,1919,1079,native,end-to-end,0,36,0,1.674984,0.086649,0.02032,9.781515,0.03081,4e-05,0.438996,12.033314,9.57652
3840,2160,1919,1079,native,end-to-end,0,37,1,1.647264,0.079259,0.01992,9.796475,0.03864,6e-05,0.444315,12.025933,9.57536
3840,2160,1919,1079,native,end-to-end,0,38,0,1.680244,0.074999,0.0197,9.785286,0.027629,5e-05,0.443186,12.031094,9.57328
3840,2160,1919,1079,native,end-to-end,0,39,1,1.641084,0.077199,0.01914,9.774616,0.023419,5e-05,0.469346,12.004854,9.5706
1919,1079,2561,1441,ogpu,resident,0,10,0,3e-05,0.00162,0.092909,1.311617,0.01926,0.00025,3e-05,1.425716,1.2208
1919,1079,2561,1441,ogpu,resident,0,11,1,3e-05,0.00186,0.096749,1.291908,0.018669,0.00021,3e-05,1.409456,1.22
1919,1079,2561,1441,ogpu,resident,0,12,0,3e-05,0.00166,0.09372,1.308577,0.02017,0.0003,4e-05,1.424497,1.22064
1919,1079,2561,1441,ogpu,resident,0,13,1,3e-05,0.00222,0.115399,1.305357,0.01671,0.00024,4e-05,1.439996,1.22072
1919,1079,2561,1441,ogpu,resident,0,14,0,3e-05,0.00194,0.088969,1.302347,0.01416,0.00025,3e-05,1.407726,1.2224
1919,1079,2561,1441,ogpu,resident,0,15,1,3e-05,0.0017,0.080659,1.319558,0.01626,0.00025,4e-05,1.418497,1.21972
1919,1079,2561,1441,ogpu,resident,0,16,0,3e-05,0.00199,0.087889,1.288767,0.01313,0.00018,3e-05,1.392016,1.21884
1919,1079,2561,1441,ogpu,resident,0,17,1,3e-05,0.00162,0.109759,1.289167,0.01415,0.00024,3e-05,1.414996,1.2234
1919,1079,2561,1441,ogpu,resident,0,18,0,3e-05,0.00178,0.0773,1.314547,0.01574,0.00027,3e-05,1.409697,1.21972
1919,1079,2561,1441,ogpu,resident,0,19,1,4e-05,0.00184,0.085169,1.301277,0.01412,0.00022,3e-05,1.402696,1.2194
1919,1079,2561,1441,ogpu,resident,0,20,0,3e-05,0.00158,0.084389,1.323628,0.024919,0.00032,4e-05,1.434906,1.2186
1919,1079,2561,1441,ogpu,resident,0,21,1,3e-05,0.0019,0.119259,1.298698,0.024499,0.00029,4e-05,1.444716,1.2206
1919,1079,2561,1441,ogpu,resident,0,22,0,6e-05,0.00472,0.113329,1.296808,0.024439,0.00028,4e-05,1.439676,1.21984
1919,1079,2561,1441,ogpu,resident,0,23,1,2e-05,0.00466,0.127209,1.298598,0.025039,0.00027,3e-05,1.455826,1.22016
1919,1079,2561,1441,ogpu,resident,0,24,0,3e-05,0.00472,0.112479,1.318238,0.027459,0.00027,3e-05,1.463226,1.22
1919,1079,2561,1441,ogpu,resident,0,25,1,4e-05,0.00213,0.105599,1.293118,0.020389,0.00026,3e-05,1.421566,1.22032
1919,1079,2561,1441,ogpu,resident,0,26,0,3e-05,0.00183,0.097119,1.293378,0.01908,0.00021,3e-05,1.411677,1.22056
1919,1079,2561,1441,ogpu,resident,0,27,1,3e-05,0.00192,0.109059,1.286067,0.01808,0.0002,3e-05,1.415386,1.22092
1919,1079,2561,1441,ogpu,resident,0,28,0,2e-05,0.00166,0.103019,1.285988,0.0185,0.00026,2e-05,1.409467,1.22052
1919,1079,2561,1441,ogpu,resident,0,29,1,3e-05,0.00171,0.096369,1.308077,0.02023,0.00031,3e-05,1.426756,1.22016
1919,1079,2561,1441,ogpu,resident,0,30,0,4e-05,0.00234,0.106289,1.287057,0.01428,0.00024,3e-05,1.410276,1.22012
1919,1079,2561,1441,ogpu,resident,0,31,1,3e-05,0.00165,0.075029,1.336648,0.024159,0.00036,5e-05,1.437926,1.22136
1919,1079,2561,1441,ogpu,resident,0,32,0,4e-05,0.00267,0.131869,1.287817,0.01453,0.00026,4e-05,1.437226,1.2208
1919,1079,2561,1441,ogpu,resident,0,33,1,3e-05,0.00184,0.076989,1.309038,0.01531,0.00027,3e-05,1.403507,1.22128
1919,1079,2561,1441,ogpu,resident,0,34,0,6e-05,0.00181,0.085179,1.309317,0.01402,0.00021,3e-05,1.410626,1.2276
1919,1079,2561,1441,ogpu,resident,0,35,1,3e-05,0.00156,0.07408,1.337986,0.02033,0.00032,4e-05,1.434346,1.21988
1919,1079,2561,1441,ogpu,resident,0,36,0,3e-05,0.0021,0.095709,1.288078,0.01499,0.00028,3e-05,1.401217,1.21936
1919,1079,2561,1441,ogpu,resident,0,37,1,3e-05,0.00205,0.077319,1.313627,0.01862,0.00028,3e-05,1.411956,1.22024
1919,1079,2561,1441,ogpu,resident,0,38,0,3e-05,0.00198,0.091189,1.293318,0.018359,0.00032,5e-05,1.405246,1.2206
1919,1079,2561,1441,ogpu,resident,0,39,1,4e-05,0.00243,0.08594,1.291167,0.01648,0.00025,3e-05,1.396337,1.2202
1919,1079,2561,1441,native,resident,0,10,0,2e-05,0.055089,0.0159,1.335117,0.01599,4e-05,3e-05,1.422186,1.22016
1919,1079,2561,1441,native,resident,0,11,1,3e-05,0.101949,0.02615,1.305277,0.01731,4e-05,3e-05,1.450786,1.22188
